path,user,test,no_para,are_timestamps_distinct,initial_rows,final_rows,dropped_rows
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019d_test4_IES_04_06-09-2019/User019d_test4_IES_04_06-09-2019_recording0,19,4,5,TRUE,1164,657,507
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019c_test3_BDT_03_06-09-2019/User019c_test3_BDT_03_06-09-2019_recording0,19,3,5,TRUE,3072,2194,878
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019d_test6_IDS_06_06-09-2019/User019d_test6_IDS_06_06-09-2019_recording0,19,6,5,TRUE,2813,1750,1063
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019d_test5_BES_05_06-09-2019/User019d_test5_BES_05_06-09-2019_recording0,19,5,5,TRUE,6888,5476,1412
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019c_test0_IET_00_06-09-2019/User019c_test0_IET_00_06-09-2019_recording0,19,0,5,TRUE,2944,2125,819
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019b_test12_IES_12_06-09-2019/User019b_test12_IES_12_06-09-2019_recording0,19,12,5,TRUE,3878,2753,1125
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019b_test14_IDS_14_06-09-2019/User019b_test14_IDS_14_06-09-2019_recording0,19,14,5,TRUE,2137,1794,343
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019b_test15_BDS_15_06-09-2019/User019b_test15_BDS_15_06-09-2019_recording0,19,15,5,TRUE,3441,2572,869
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019b_test13_BES_13_06-09-2019/User019b_test13_BES_13_06-09-2019_recording0,19,13,5,TRUE,3974,2735,1239
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019a_test10_IDT_10_06-09-2019/User019a_test10_IDT_10_06-09-2019_recording0,19,10,5,TRUE,4318,3409,909
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019a_test8_IET_08_06-09-2019/User019a_test8_IET_08_06-09-2019_recording0,19,8,5,TRUE,7820,6750,1070
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019a_test9_BET_09_06-09-2019/User019a_test9_BET_09_06-09-2019_recording0,19,9,5,TRUE,7170,6104,1066
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User019a_Group_Test_06-09-2019--15-26-42/User019a_test11_BDT_11_06-09-2019/User019a_test11_BDT_11_06-09-2019_recording0,19,11,5,TRUE,3599,2891,708
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017_test9_BET_09_06-09-2019/User017_test9_BET_09_06-09-2019_recording0,17,9,5,TRUE,10154,9971,183
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017_test8_IET_08_06-09-2019/User017_test8_IET_08_06-09-2019_recording0,17,8,5,TRUE,9803,9598,205
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017c_test3_BDT_03_06-09-2019/User017c2_test3_BDT_03_06-09-2019_recording0,17,3,5,TRUE,6509,6464,45
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017d_test6_IDS_06_06-09-2019/User017d_test6_IDS_06_06-09-2019_recording0,17,6,5,TRUE,5306,5178,128
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017d_test5_BES_05_06-09-2019/User017d_test5_BES_05_06-09-2019_recording0,17,5,5,TRUE,8936,8854,82
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017c_test0_IET_00_06-09-2019/User017c_test0_IET_00_06-09-2019_recording0,17,0,5,TRUE,7859,7300,559
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017d_test7_BDS_07_06-09-2019/User017d_test7_BDS_07_06-09-2019_recording0,17,7,5,TRUE,6190,6100,90
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017c_test2_IDT_02_06-09-2019/User017c2_test2_IDT_02_06-09-2019_recording0,17,2,5,TRUE,8955,8952,3
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017c_test1_BET_01_06-09-2019/User017c_test1_BET_01_06-09-2019_recording0,17,1,5,TRUE,7362,6858,504
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017d_test4_IES_04_06-09-2019/User017d_test4_IES_04_06-09-2019_recording0,17,4,5,TRUE,8749,8684,65
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017b_test13_BES_13_06-09-2019/User017b_test13_BES_13_06-09-2019_recording0,17,13,5,TRUE,7679,7298,381
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017_test11_BDT_11_06-09-2019/User017_test11_BDT_11_06-09-2019_recording0,17,11,5,TRUE,3332,3291,41
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017_test10_IDT_10_06-09-2019/User017_test10_IDT_10_06-09-2019_recording0,17,10,5,TRUE,5540,5297,243
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017b_test14_IDS_14_06-09-2019/User017b_test14_IDS_14_06-09-2019_recording0,17,14,5,TRUE,6976,6625,351
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User017a_Group_Test_06-09-2019--10-07-57/User017b_test12_IES_12_06-09-2019/User017b_test12_IES_12_06-09-2019_recording0,17,12,5,TRUE,7431,7082,349
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023c_test0_IET_00_11-09-2019/User023c_test0_IET_00_11-09-2019_recording0,23,0,5,TRUE,16906,16526,380
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023d_test5_BES_05_11-09-2019/User023d_test5_BES_05_11-09-2019_recording0,23,5,5,TRUE,21735,21121,614
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test15_BDS_15_11-09-2019/User023b3_test15_BDS_15_11-09-2019_recording0,23,15,5,TRUE,19272,19182,90
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023d_test6_IDS_06_11-09-2019/User023d_test6_IDS_06_11-09-2019_recording0,23,6,5,TRUE,13382,12982,400
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test13_BES_13_11-09-2019/User023b2_test13_BES_13_11-09-2019_recording0,23,13,5,TRUE,16611,16586,25
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023c_test3_BDT_03_11-09-2019/User023c_test3_BDT_03_11-09-2019_recording0,23,3,5,TRUE,10403,10140,263
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023d_test4_IES_04_11-09-2019/User023d_test4_IES_04_11-09-2019_recording0,23,4,5,TRUE,16057,15518,539
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023c_test1_BET_01_11-09-2019/User023c_test1_BET_01_11-09-2019_recording0,23,1,5,TRUE,15850,15426,424
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023c_test2_IDT_02_11-09-2019/User023c_test2_IDT_02_11-09-2019_recording0,23,2,5,TRUE,15603,15307,296
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test12_IES_12_11-09-2019/User023b2_test12_IES_12_11-09-2019_recording0,23,12,5,TRUE,19523,19523,0
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023b_test14_IDS_14_11-09-2019/User023b2_test14_IDS_14_11-09-2019_recording0,23,14,5,TRUE,14117,14081,36
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023d_test7_BDS_07_11-09-2019/User023d_test7_BDS_07_11-09-2019_recording0,23,7,5,TRUE,12888,12421,467
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023a_test11_BDT_11_11-09-2019/User023a_test11_BDT_11_11-09-2019_recording0,23,11,5,TRUE,14496,14134,362
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023a_test10_IDT_10_11-09-2019/User023a_test10_IDT_10_11-09-2019_recording0,23,10,5,TRUE,16235,14924,1311
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023a_test9_BET_09_11-09-2019/User023a_test9_BET_09_11-09-2019_recording0,23,9,5,TRUE,3889,3840,49
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User023a_Group_Test_11-09-2019--10-16-46/User023a_test8_IET_08_11-09-2019/User023a_test8_IET_08_11-09-2019_recording0,23,8,5,TRUE,15104,14821,283
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025c_test1_BET_01_11-09-2019/User025c_test1_BET_01_11-09-2019_recording0,25,1,5,TRUE,22103,19044,3059
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025d_test4_IES_04_11-09-2019/User025d_test4_IES_04_11-09-2019_recording0,25,4,5,TRUE,25481,21769,3712
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025d_test7_BDS_07_11-09-2019/User025d_test7_BDS_07_11-09-2019_recording0,25,7,5,TRUE,15915,13531,2384
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025c_test2_IDT_02_11-09-2019/User025c_test2_IDT_02_11-09-2019_recording0,25,2,5,TRUE,21318,18658,2660
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025d_test5_BES_05_11-09-2019/User025d_test5_BES_05_11-09-2019_recording0,25,5,5,TRUE,25036,21830,3206
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025c_test0_IET_00_11-09-2019/User025c_test0_IET_00_11-09-2019_recording0,25,0,5,TRUE,20887,17724,3163
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025d_test6_IDS_06_11-09-2019/User025d_test6_IDS_06_11-09-2019_recording0,25,6,5,TRUE,23459,20466,2993
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025a_test8_IET_08_11-09-2019/User025a_test8_IET_08_11-09-2019_recording0,25,8,5,TRUE,23066,20737,2329
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025b_test15_BDS_15_11-09-2019/User025b_test15_BDS_15_11-09-2019_recording0,25,15,5,TRUE,3683,3368,315
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025b_test13_BES_13_11-09-2019/User025b_test13_BES_13_11-09-2019_recording0,25,13,5,TRUE,21655,18988,2667
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025a_test9_BET_09_11-09-2019/User025a_test9_BET_09_11-09-2019_recording0,25,9,5,TRUE,20884,18546,2338
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025b_test12_IES_12_11-09-2019/User025b_test12_IES_12_11-09-2019_recording0,25,12,5,TRUE,26441,23632,2809
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025b_test14_IDS_14_11-09-2019/User025b_test14_IDS_14_11-09-2019_recording0,25,14,5,TRUE,15945,13392,2553
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025a_test11_BDT_11_11-09-2019/User025a_test11_BDT_11_11-09-2019_recording0,25,11,5,TRUE,14491,12670,1821
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User025a_Group_Test_11-09-2019--15-22-27/User025a_test10_IDT_10_11-09-2019/User025a_test10_IDT_10_11-09-2019_recording0,25,10,5,TRUE,20313,16981,3332
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test7_BDS_07_09-09-2019/User020d2_test7_BDS_07_09-09-2019_recording0,20,7,5,TRUE,8191,7763,428
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020c_test2_IDT_02_09-09-2019/User020c_test2_IDT_02_09-09-2019_recording0,20,2,5,TRUE,5779,5218,561
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020c_test1_BET_01_09-09-2019/User020c_test1_BET_01_09-09-2019_recording0,20,1,5,TRUE,10057,9491,566
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test4_IES_04_09-09-2019/User020d2_test4_IES_04_09-09-2019_recording0,20,4,5,TRUE,10177,9488,689
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020c_test3_BDT_03_09-09-2019/User020c_test3_BDT_03_09-09-2019_recording0,20,3,5,TRUE,5307,4841,466
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test6_IDS_06_09-09-2019/User020d2_test6_IDS_06_09-09-2019_recording0,20,6,5,TRUE,3009,2836,173
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020d_test5_BES_05_09-09-2019/User020d2_test5_BES_05_09-09-2019_recording0,20,5,5,TRUE,11081,10356,725
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020c_test0_IET_00_09-09-2019/User020c_test0_IET_00_09-09-2019_recording0,20,0,5,TRUE,12644,12061,583
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020b_test15_BDS_15_09-09-2019/User020b_test15_BDS_15_09-09-2019_recording0,20,15,5,TRUE,11359,11023,336
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020b_test13_BES_13_09-09-2019/User020b_test13_BES_13_09-09-2019_recording0,20,13,5,TRUE,13388,13007,381
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020b_test12_IES_12_09-09-2019/User020b_test12_IES_12_09-09-2019_recording0,20,12,5,TRUE,7091,6759,332
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020b_test14_IDS_14_09-09-2019/User020b_test14_IDS_14_09-09-2019_recording0,20,14,5,TRUE,11025,10679,346
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020a_test11_BDT_11_09-09-2019/User020a2_test11_BDT_11_09-09-2019_recording0,20,11,5,TRUE,2937,2899,38
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020a_test8_IET_08_09-09-2019/User020a_test8_IET_08_09-09-2019_recording0,20,8,5,TRUE,13881,13853,28
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020a_test10_IDT_10_09-09-2019/User020a2_test10_IDT_10_09-09-2019_recording0,20,10,5,TRUE,12580,12356,224
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User020a_Group_Test_09-09-2019--10-26-59/User020a_test9_BET_09_09-09-2019/User020a_test9_BET_09_09-09-2019_recording0,20,9,5,TRUE,10247,10164,83
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001B_test10_IDT_10_30-08-2019/User001B_test10_IDT_10_30-08-2019_recording0,1,10,5,TRUE,2566,2400,166
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001C_test11_BDT_11_30-08-2019/User001C_test11_BDT_11_30-08-2019_recording0,1,11,5,TRUE,10099,9322,777
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001C_test12_IES_12_30-08-2019/User001C_test12_IES_12_30-08-2019_recording0,1,12,5,TRUE,6333,5392,941
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001C_test14_IDS_14_30-08-2019/User001C_test14_IDS_14_30-08-2019_recording0,1,14,5,TRUE,5798,5312,486
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001C_test15_BDS_15_30-08-2019/User001C_test15_BDS_15_30-08-2019_recording0,1,15,5,TRUE,3829,3563,266
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001C_test13_BES_13_30-08-2019/User001C_test13_BES_13_30-08-2019_recording0,1,13,5,TRUE,5984,5376,608
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001_test1_BET_01_30-08-2019/User001_test1_BET_01_30-08-2019_recording0,1,1,5,TRUE,7955,7544,411
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001_test2_IDT_02_30-08-2019/User001_test2_IDT_02_30-08-2019_recording0,1,2,5,TRUE,6308,6177,131
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001_test3_BDT_03_30-08-2019/User001_test3_BDT_03_30-08-2019_recording0,1,3,5,TRUE,8014,7900,114
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001B_test5_BES_05_30-08-2019/User001B_test5_BES_05_30-08-2019_recording0,1,5,5,TRUE,4315,3987,328
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001B_test8_IET_08_30-08-2019/User001B_test8_IET_08_30-08-2019_recording0,1,8,5,TRUE,4594,4247,347
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001B_test6_IDS_06_30-08-2019/User001B_test6_IDS_06_30-08-2019_recording0,1,6,5,TRUE,9566,9077,489
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001B_test9_BET_09_30-08-2019/User001B_test9_BET_09_30-08-2019_recording0,1,9,5,TRUE,4315,3963,352
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001B_test7_BDS_07_30-08-2019/User001B_test7_BDS_07_30-08-2019_recording0,1,7,5,TRUE,8423,8066,357
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User001_Group_Test_30-08-2019--10-07-00/User001_test4_IES_04_30-08-2019/User001_test4_IES_04_30-08-2019_recording0,1,4,5,TRUE,3888,3665,223
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User012_Group_Test_04-09-2019--15-27-39/User012c_test15_BDS_15_04-09-2019/_test15_BDS_15_04-09-2019_recording0,12,15,5,TRUE,12569,1503,11066
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User012_Group_Test_04-09-2019--15-27-39/User012c_test8_IET_08_04-09-2019/User012c_test8_IET_08_04-09-2019_recording0,12,8,5,TRUE,17505,3633,13872
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User012_Group_Test_04-09-2019--15-27-39/User012c_test9_BET_09_04-09-2019/User012c_test9_BET_09_04-09-2019_recording0,12,9,5,TRUE,5032,983,4049
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User012_Group_Test_04-09-2019--15-27-39/User012_test1_BET_01_04-09-2019/User012_test1_BET_01_04-09-2019_recording0,12,1,5,TRUE,11626,340,11286
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User012_Group_Test_04-09-2019--15-27-39/User012_test3_BDT_03_04-09-2019/User012_test3_BDT_03_04-09-2019_recording0,12,3,5,TRUE,7385,689,6696
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User012_Group_Test_04-09-2019--15-27-39/User012c_test10_IDT_10_04-09-2019/User012c_test10_IDT_10_04-09-2019_recording0,12,10,5,TRUE,10461,783,9678
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User012_Group_Test_04-09-2019--15-27-39/User012b_test7_BDS_07_04-09-2019/User012b_test7_BDS_07_04-09-2019_recording0,12,7,5,TRUE,9059,343,8716
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User012_Group_Test_04-09-2019--15-27-39/User012b_test5_BES_05_04-09-2019/User012b_test5_BES_05_04-09-2019_recording0,12,5,5,TRUE,14379,2093,12286
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User012_Group_Test_04-09-2019--15-27-39/User012b_test6_IDS_06_04-09-2019/User012b_test6_IDS_06_04-09-2019_recording0,12,6,5,TRUE,10850,753,10097
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010d_test13_BES_13_04-09-2019/User010d_test13_BES_13_04-09-2019_recording0,10,13,5,TRUE,10055,1717,8338
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010d_test15_BDS_15_04-09-2019/User010d_test15_BDS_15_04-09-2019_recording0,10,15,5,TRUE,10198,2921,7277
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010_test10_IDT_10_04-09-2019/User010_test10_IDT_10_04-09-2019_recording0,10,10,5,TRUE,11967,2940,9027
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010_test9_BET_09_04-09-2019/User010_test9_BET_09_04-09-2019_recording0,10,9,5,TRUE,12814,2829,9985
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010d_test14_IDS_14_04-09-2019/User010d_test14_IDS_14_04-09-2019_recording0,10,14,5,TRUE,10903,1761,9142
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010d_test12_IES_12_04-09-2019/User010d_test12_IES_12_04-09-2019_recording0,10,12,5,TRUE,6645,2024,4621
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010_test11_BDT_11_04-09-2019/User010_test11_BDT_11_04-09-2019_recording0,10,11,5,TRUE,10014,3043,6971
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010_test8_IET_08_04-09-2019/User010_test8_IET_08_04-09-2019_recording0,10,8,5,TRUE,12365,2384,9981
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010a_test1_BET_01_04-09-2019/User010a_test1_BET_01_04-09-2019_recording0,10,1,5,TRUE,10441,2008,8433
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010b_test7_BDS_07_04-09-2019/User010b_test7_BDS_07_04-09-2019_recording0,10,7,5,TRUE,4425,1749,2676
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010b_test4_IES_04_04-09-2019/User010b_test4_IES_04_04-09-2019_recording0,10,4,5,TRUE,10956,1174,9782
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010a_test2_IDT_02_04-09-2019/User010a_test2_IDT_02_04-09-2019_recording0,10,2,5,TRUE,3525,1173,2352
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010b_test6_IDS_06_04-09-2019/User010b_test6_IDS_06_04-09-2019_recording0,10,6,5,TRUE,13352,4279,9073
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010a_test3_BDT_03_04-09-2019/User010a_test3_BDT_03_04-09-2019_recording0,10,3,5,TRUE,8474,2232,6242
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User010_Group_Test_04-09-2019--10-45-58/User010b_test5_BES_05_04-09-2019/User010b_test5_BES_05_04-09-2019_recording0,10,5,5,TRUE,12767,3439,9328
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018c_test3_BDT_03_06-09-2019/User018c_test3_BDT_03_06-09-2019_recording0,18,3,5,TRUE,5705,5319,386
/root/autodl-tmp/EEG/src/Dissertation/Experiment Anonymised Version/User018a_Group_Test_06-09-2019--13-34-41/User018d_test6_IDS_06_06-09-2019/User018d_test6_IDS_06_06-09-2019_recording0,18,6,5,TRUE,12273,11627,646
